no , model , rate
86 , Evaluation Test False Positive Rate of total detection(DT): , 0.010961214165261383
86 , Evaluation Test False Positive Rate of total detection(Hybrid): , 0.010961214165261383
86 , Evaluation Test True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.12
87 , Random Forest Model Accuracy Rate (n=100): , 0.996200579317609
87 , Decision Tree Model Accuracy Rate (depth=4): , 0.9680434864387014
87 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.7891321521272994
87 , Test Accuracy Rate of Test DATA(RF): , 0.9687136242530847
87 , Test Accuracy Rate of Test DATA(DT): , 0.971438302422032
87 , Test Accuracy Rate of Test DATA(Hybrid): , 0.548757512265363
87 , Training/Validation Dataset Total Detection Rate(RF): , 0.9970104633781763
87 , Training/Validation Dataset Total Detection Rate(DT): , 0.9846786248131539
87 , Training/Validation Dataset Total Detection Rate(Hybrid): , 0.984304932735426
87 , Training/Validation Dataset SSH Precision(RF): , 0.7333333333333333
87 , Training/Validation Dataset SSH Precision(DT): , 0.3492063492063492
87 , Training/Validation Dataset SSH Precision(Hybrid): , 0.34375
87 , Training/Validation Dataset SSH Recall(RF): , 1.0
87 , Training/Validation Dataset SSH Recall(DT): , 1.0
87 , Training/Validation Dataset SSH Recall(Hybrid): , 1.0
87 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.003014318010550113
87 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.01544837980406933
87 , Training/Validation Dataset False Positive Rate of total detection(Hybrid): , 0.015825169555388093
87 , Training/Validation Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
87 , Evaluation Test Total Detection Rate(RF): , 0.9953747503416378
87 , Evaluation Test Total Detection Rate(DT): , 0.9890675917165983
87 , Evaluation Test Total Detection Rate(Hybrid): , 0.9889624724061811
87 , Evaluation Test SSH Precision(RF): , 0.3492063492063492
87 , Evaluation Test SSH Precision(DT): , 0.1937984496124031
87 , Evaluation Test SSH Precision(Hybrid): , 0.19230769230769232
87 , Evaluation Test SSH Recall(RF): , 0.88
87 , Evaluation Test SSH Recall(DT): , 1.0
87 , Evaluation Test SSH Recall(Hybrid): , 1.0
87 , Evaluation Test False Positive Rate of total detection(RF): , 0.004321247892074199
87 , Evaluation Test False Positive Rate of total detection(DT): , 0.010961214165261383
87 , Evaluation Test False Positive Rate of total detection(Hybrid): , 0.011066610455311973
87 , Evaluation Test True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.12
88 , Random Forest Model Accuracy Rate (n=100): , 0.9962381973441673
88 , Decision Tree Model Accuracy Rate (depth=4): , 0.9671406538013015
88 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.7738780423578979
88 , Test Accuracy Rate of Test DATA(RF): , 0.9486018779585608
88 , Test Accuracy Rate of Test DATA(DT): , 0.9722078515567741
88 , Test Accuracy Rate of Test DATA(Hybrid): , 0.5572936875414953
88 , Training/Validation Dataset Total Detection Rate(RF): , 0.9969465648854962
88 , Training/Validation Dataset Total Detection Rate(DT): , 0.982442748091603
88 , Training/Validation Dataset Total Detection Rate(Hybrid): , 0.983206106870229
88 , Training/Validation Dataset SSH Precision(RF): , 0.7777777777777778
88 , Training/Validation Dataset SSH Precision(DT): , 0.3230769230769231
88 , Training/Validation Dataset SSH Precision(Hybrid): , 0.3333333333333333
88 , Training/Validation Dataset SSH Recall(RF): , 0.9130434782608695
88 , Training/Validation Dataset SSH Recall(DT): , 0.9130434782608695
88 , Training/Validation Dataset SSH Recall(Hybrid): , 0.9130434782608695
88 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.0023103581055063534
88 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.016942626107046593
88 , Training/Validation Dataset False Positive Rate of total detection(Hybrid): , 0.016172506738544475
88 , Training/Validation Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
88 , Evaluation Test Total Detection Rate(RF): , 0.996110585514559
88 , Evaluation Test Total Detection Rate(DT): , 0.9891727110270156
88 , Evaluation Test Total Detection Rate(Hybrid): , 0.9891727110270156
88 , Evaluation Test SSH Precision(RF): , 0.39285714285714285
88 , Evaluation Test SSH Precision(DT): , 0.1953125
88 , Evaluation Test SSH Precision(Hybrid): , 0.1953125
88 , Evaluation Test SSH Recall(RF): , 0.88
88 , Evaluation Test SSH Recall(DT): , 1.0
88 , Evaluation Test SSH Recall(Hybrid): , 1.0
88 , Evaluation Test False Positive Rate of total detection(RF): , 0.0035834738617200675
88 , Evaluation Test False Positive Rate of total detection(DT): , 0.010855817875210793
88 , Evaluation Test False Positive Rate of total detection(Hybrid): , 0.010855817875210793
88 , Evaluation Test True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.12
89 , Random Forest Model Accuracy Rate (n=100): , 0.9961253432644923
89 , Decision Tree Model Accuracy Rate (depth=4): , 0.9676673061731181
89 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.7896964225256743
89 , Test Accuracy Rate of Test DATA(RF): , 0.9649219241746209
89 , Test Accuracy Rate of Test DATA(DT): , 0.9708455124723006
89 , Test Accuracy Rate of Test DATA(Hybrid): , 0.5487036222699329
89 , Training/Validation Dataset Total Detection Rate(RF): , 0.9969650986342944
89 , Training/Validation Dataset Total Detection Rate(DT): , 0.9833080424886191
89 , Training/Validation Dataset Total Detection Rate(Hybrid): , 0.9829286798179059
89 , Training/Validation Dataset SSH Precision(RF): , 0.7241379310344828
89 , Training/Validation Dataset SSH Precision(DT): , 0.3230769230769231
89 , Training/Validation Dataset SSH Precision(Hybrid): , 0.3181818181818182
89 , Training/Validation Dataset SSH Recall(RF): , 1.0
89 , Training/Validation Dataset SSH Recall(DT): , 1.0
89 , Training/Validation Dataset SSH Recall(Hybrid): , 1.0
89 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.0030592734225621415
89 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.016826003824091777
89 , Training/Validation Dataset False Positive Rate of total detection(Hybrid): , 0.017208413001912046
89 , Training/Validation Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
89 , Evaluation Test Total Detection Rate(RF): , 0.9955849889624724
89 , Evaluation Test Total Detection Rate(DT): , 0.9893829496478503
89 , Evaluation Test Total Detection Rate(Hybrid): , 0.989277830337433
89 , Evaluation Test SSH Precision(RF): , 0.36065573770491804
89 , Evaluation Test SSH Precision(DT): , 0.1984126984126984
89 , Evaluation Test SSH Precision(Hybrid): , 0.1968503937007874
89 , Evaluation Test SSH Recall(RF): , 0.88
89 , Evaluation Test SSH Recall(DT): , 1.0
89 , Evaluation Test SSH Recall(Hybrid): , 1.0
89 , Evaluation Test False Positive Rate of total detection(RF): , 0.0041104553119730184
89 , Evaluation Test False Positive Rate of total detection(DT): , 0.010645025295109613
89 , Evaluation Test False Positive Rate of total detection(Hybrid): , 0.010750421585160203
89 , Evaluation Test True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.12
90 , Random Forest Model Accuracy Rate (n=100): , 0.9966331866230298
90 , Decision Tree Model Accuracy Rate (depth=4): , 0.9674415980137682
90 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.7746868299289019
90 , Test Accuracy Rate of Test DATA(RF): , 0.9491041327159695
90 , Test Accuracy Rate of Test DATA(DT): , 0.972332876346172
90 , Test Accuracy Rate of Test DATA(Hybrid): , 0.5560908628434948
90 , Training/Validation Dataset Total Detection Rate(RF): , 0.995839636913767
90 , Training/Validation Dataset Total Detection Rate(DT): , 0.9822239031770046
90 , Training/Validation Dataset Total Detection Rate(Hybrid): , 0.9826021180030258
90 , Training/Validation Dataset SSH Precision(RF): , 0.6875
90 , Training/Validation Dataset SSH Precision(DT): , 0.3235294117647059
90 , Training/Validation Dataset SSH Precision(Hybrid): , 0.3283582089552239
90 , Training/Validation Dataset SSH Recall(RF): , 0.9565217391304348
90 , Training/Validation Dataset SSH Recall(DT): , 0.9565217391304348
90 , Training/Validation Dataset SSH Recall(Hybrid): , 0.9565217391304348
90 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.0038153376573826785
90 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.01755055322396032
90 , Training/Validation Dataset False Positive Rate of total detection(Hybrid): , 0.01716901945822205
90 , Training/Validation Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
90 , Evaluation Test Total Detection Rate(RF): , 0.9956901082728897
90 , Evaluation Test Total Detection Rate(DT): , 0.9893829496478503
90 , Evaluation Test Total Detection Rate(Hybrid): , 0.9893829496478503
90 , Evaluation Test SSH Precision(RF): , 0.36666666666666664
90 , Evaluation Test SSH Precision(DT): , 0.1984126984126984
90 , Evaluation Test SSH Precision(Hybrid): , 0.1984126984126984
90 , Evaluation Test SSH Recall(RF): , 0.88
90 , Evaluation Test SSH Recall(DT): , 1.0
90 , Evaluation Test SSH Recall(Hybrid): , 1.0
90 , Evaluation Test False Positive Rate of total detection(RF): , 0.004005059021922428
90 , Evaluation Test False Positive Rate of total detection(DT): , 0.010645025295109613
90 , Evaluation Test False Positive Rate of total detection(Hybrid): , 0.010645025295109613
90 , Evaluation Test True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.12
91 , Random Forest Model Accuracy Rate (n=100): , 0.9962381973441673
91 , Decision Tree Model Accuracy Rate (depth=4): , 0.9677049241996765
91 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.8231952751758643
91 , Test Accuracy Rate of Test DATA(RF): , 0.954268949877993
91 , Test Accuracy Rate of Test DATA(DT): , 0.9715374600136234
91 , Test Accuracy Rate of Test DATA(Hybrid): , 0.5441100390594686
91 , Training/Validation Dataset Total Detection Rate(RF): , 0.9977324263038548
91 , Training/Validation Dataset Total Detection Rate(DT): , 0.9845049130763417
91 , Training/Validation Dataset Total Detection Rate(Hybrid): , 0.9837490551776266
91 , Training/Validation Dataset SSH Precision(RF): , 0.7857142857142857
91 , Training/Validation Dataset SSH Precision(DT): , 0.3492063492063492
91 , Training/Validation Dataset SSH Precision(Hybrid): , 0.3384615384615385
91 , Training/Validation Dataset SSH Recall(RF): , 1.0
91 , Training/Validation Dataset SSH Recall(DT): , 1.0
91 , Training/Validation Dataset SSH Recall(Hybrid): , 1.0
91 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.0022865853658536584
91 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.015625
91 , Training/Validation Dataset False Positive Rate of total detection(Hybrid): , 0.01638719512195122
91 , Training/Validation Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
91 , Evaluation Test Total Detection Rate(RF): , 0.9947440344791338
91 , Evaluation Test Total Detection Rate(DT): , 0.9894880689582677
91 , Evaluation Test Total Detection Rate(Hybrid): , 0.989277830337433
91 , Evaluation Test SSH Precision(RF): , 0.3188405797101449
91 , Evaluation Test SSH Precision(DT): , 0.2
91 , Evaluation Test SSH Precision(Hybrid): , 0.1968503937007874
91 , Evaluation Test SSH Recall(RF): , 0.88
91 , Evaluation Test SSH Recall(DT): , 1.0
91 , Evaluation Test SSH Recall(Hybrid): , 1.0
91 , Evaluation Test False Positive Rate of total detection(RF): , 0.00495362563237774
91 , Evaluation Test False Positive Rate of total detection(DT): , 0.010539629005059023
91 , Evaluation Test False Positive Rate of total detection(Hybrid): , 0.010750421585160203
91 , Evaluation Test True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.12
92 , Random Forest Model Accuracy Rate (n=100): , 0.9960124891848173
92 , Decision Tree Model Accuracy Rate (depth=4): , 0.9676673061731181
92 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.7851634503253959
92 , Test Accuracy Rate of Test DATA(RF): , 0.9481642911956681
92 , Test Accuracy Rate of Test DATA(DT): , 0.9709403588642576
92 , Test Accuracy Rate of Test DATA(Hybrid): , 0.5315924709209585
92 , Training/Validation Dataset Total Detection Rate(RF): , 0.9970003749531309
92 , Training/Validation Dataset Total Detection Rate(DT): , 0.9835020622422197
92 , Training/Validation Dataset Total Detection Rate(Hybrid): , 0.983127109111361
92 , Training/Validation Dataset SSH Precision(RF): , 0.7586206896551724
92 , Training/Validation Dataset SSH Precision(DT): , 0.3384615384615385
92 , Training/Validation Dataset SSH Precision(Hybrid): , 0.3333333333333333
92 , Training/Validation Dataset SSH Recall(RF): , 0.9565217391304348
92 , Training/Validation Dataset SSH Recall(DT): , 0.9565217391304348
92 , Training/Validation Dataset SSH Recall(Hybrid): , 0.9565217391304348
92 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.00264750378214826
92 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.01626323751891074
92 , Training/Validation Dataset False Positive Rate of total detection(Hybrid): , 0.01664145234493192
92 , Training/Validation Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
92 , Evaluation Test Total Detection Rate(RF): , 0.9940081993062125
92 , Evaluation Test Total Detection Rate(DT): , 0.9893829496478503
92 , Evaluation Test Total Detection Rate(Hybrid): , 0.9887522337853464
92 , Evaluation Test SSH Precision(RF): , 0.2894736842105263
92 , Evaluation Test SSH Precision(DT): , 0.1984126984126984
92 , Evaluation Test SSH Precision(Hybrid): , 0.1893939393939394
92 , Evaluation Test SSH Recall(RF): , 0.88
92 , Evaluation Test SSH Recall(DT): , 1.0
92 , Evaluation Test SSH Recall(Hybrid): , 1.0
92 , Evaluation Test False Positive Rate of total detection(RF): , 0.005691399662731872
92 , Evaluation Test False Positive Rate of total detection(DT): , 0.010645025295109613
92 , Evaluation Test False Positive Rate of total detection(Hybrid): , 0.011277403035413153
92 , Evaluation Test True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.12
93 , Random Forest Model Accuracy Rate (n=100): , 0.9963886694504006
93 , Decision Tree Model Accuracy Rate (depth=4): , 0.9659556859647143
93 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.7531881277508182
93 , Test Accuracy Rate of Test DATA(RF): , 0.9526932064116161
93 , Test Accuracy Rate of Test DATA(DT): , 0.9715115928158169
93 , Test Accuracy Rate of Test DATA(Hybrid): , 0.556575872802366
93 , Training/Validation Dataset Total Detection Rate(RF): , 0.9977151561309977
93 , Training/Validation Dataset Total Detection Rate(DT): , 0.9805788271134805
93 , Training/Validation Dataset Total Detection Rate(Hybrid): , 0.9809596344249809
93 , Training/Validation Dataset SSH Precision(RF): , 0.7777777777777778
93 , Training/Validation Dataset SSH Precision(DT): , 0.2916666666666667
93 , Training/Validation Dataset SSH Precision(Hybrid): , 0.29577464788732394
93 , Training/Validation Dataset SSH Recall(RF): , 1.0
93 , Training/Validation Dataset SSH Recall(DT): , 1.0
93 , Training/Validation Dataset SSH Recall(Hybrid): , 1.0
93 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.0023032629558541267
93 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.019577735124760076
